userId,movieId,rating,timestamp
1,17,4,944249077
1,25,1,944250228
1,29,2,943230976
1,30,5,944249077
1,32,5,943228858
1,34,2,943228491
1,36,1,944249008
1,80,5,944248943
1,110,3,943231119
1,111,5,944249008
1,161,1,943231162
1,166,5,943228442
1,176,4,944079496
1,223,3,944082810
1,232,5,943228442
1,260,5,943228696
1,302,4,944253272
1,306,5,944248888
1,307,5,944253207
1,322,4,944053801
1,345,1,944079376
1,356,2,943231120
1,527,3,943231120
1,541,5,943227521
1,562,5,944082810
1,593,3,944248888
1,608,2,944248943
1,645,4,944253272
1,800,4,944248888
1,835,3,944248888
1,838,5,943227632
1,908,5,944250228
1,909,5,944079417
1,912,2,943231120
1,915,5,944082760
1,916,4,944079376
1,923,5,944250228
1,926,5,944256398
1,927,5,944082894
1,933,5,944080344
1,971,3,944253272
1,1041,5,944253134
1,1056,5,944253207
1,1060,2,944080344
1,1080,1,944079496
1,1090,5,943231236
1,1094,4,943231236
1,1120,1,944250121
1,1136,1,943228327
1,1150,4,944250121
1,1172,3,944248943
1,1178,4,943231162
1,1183,4,944250228
1,1196,5,943228696
1,1197,1,943228442
1,1199,2,943230976
1,1200,5,943231236
1,1203,5,944248888
1,1204,1,943231192
1,1208,5,943231192
1,1210,2,943228858
1,1211,2,943228400
1,1213,5,944250121
1,1217,5,943231236
1,1221,5,944250121
1,1225,4,944248888
1,1228,5,944253207
1,1233,5,943231162
1,1234,5,944053948
1,1236,4,943228400
1,1242,1,943231162
1,1247,5,944250182
1,1259,4,944082760
1,1262,4,943231120
1,1263,5,944249008
1,1270,5,944082760
1,1272,5,943231236
1,1276,3,944248943
1,1288,4,943228545
1,1296,3,944250228
1,1297,5,944053949
1,1304,3,944053948
1,1357,1,944253134
1,1392,4,944256398
1,1406,2,944253134
1,1653,4,943230976
1,1693,5,944253134
1,1719,5,944249008
1,1721,5,944250182
1,1748,5,943228697
1,1784,1,943228545
1,1810,3,944253272
1,1885,4,944079496
1,1923,2,943228491
1,1939,5,943231236
1,1944,2,943231120
1,1952,4,944253272
1,1960,1,943231236
1,1961,1,944250182
1,1965,3,943228697
1,1968,5,944053948
1,2020,5,944256398
1,2025,5,944249008
1,2028,3,943231162
1,2064,3,944079376
1,2067,1,943231236
1,2109,1,944079376
1,2125,4,944256398
1,2232,3,943228696
1,2243,1,944080344
1,2247,5,944053801
1,2268,1,944248943
1,2312,1,944250182
1,2313,5,944253207
1,2324,1,943228491
1,2329,5,944253272
1,2336,5,943228606
1,2352,3,943228545
1,2396,5,943228400
1,2407,1,944082810
1,2424,1,944079376
1,2502,3,944080344
1,2520,5,944250228
1,2529,5,943230976
1,2599,5,943228545
1,2640,5,943228697
1,2690,3,944079417
1,2712,1,944253272
1,2724,1,943228545
1,2797,5,944053758
1,2882,1,943227458
1,2890,4,943226916
1,2918,4,943228400
1,2944,4,943231162
1,2966,1,943226846
1,2973,5,944079496
1,2985,5,943230976
1,2997,4,943226846
1,3030,4,943228400
1,3078,2,943226986
1,3088,3,944053949
2,31,5,836423902
2,34,5,836423429
2,39,5,836423445
2,48,5,836423886
2,153,3,836423237
2,185,5,836423308
2,186,5,836423602
2,193,3,836423902
2,207,5,836424010
2,216,4,836424027
2,218,5,836423984
2,222,5,836423998
2,225,5,836423429
2,231,2,836423266
2,236,4,836423512
2,237,5,836423935
2,253,1,836423308
2,276,4,836423921
2,282,5,836423512
2,296,1,836423202
2,305,3,836424027
2,318,5,836423266
2,339,5,836423284
2,344,1,836423237
2,349,3,836423237
2,350,5,836423624
2,356,5,836423469
2,357,4,836423870
2,362,5,836424125
2,364,5,836423445
2,377,4,836423602
2,380,5,836423202
2,381,5,836423984
2,454,4,836423445
2,457,5,836423308
2,466,3,836424079
2,500,5,836423677
2,508,5,836423970
2,520,4,836424091
2,539,5,836423870
2,551,4,836423921
2,552,4,836423998
2,585,4,836423959
2,586,3,836423886
2,587,5,836423870
2,588,5,836423237
2,592,4,836423201
2,594,5,836424079
2,595,5,836423266
2,597,5,836423886
2,616,5,836424109
2,783,5,836424241
3,2,3.5,1084485210
3,10,4,1084484675
3,11,4,1084485789
3,17,5,1084485217
3,26,4,1084486051
3,48,3.5,1084484418
3,62,5,1084486030
3,110,5,1084484542
3,141,0.5,1084484791
3,150,5,1084484538
3,151,5,1084485165
3,153,3,1084484623
3,158,3,1084484425
3,161,4,1084484757
3,168,3.5,1084484387
3,185,3.5,1084484783
3,208,3,1084485177
3,231,1,1084484689
3,260,4,1084484551
3,272,5,1084484463
3,316,4,1084484637
3,318,4.5,1084484559
3,329,3,1084484653
3,337,2.5,1084485173
3,339,4,1084484786
3,344,0.5,1084484629
3,349,4,1084484618
3,356,4,1084484522
3,357,4,1084484775
3,364,4,1084484658
3,367,2.5,1084484760
3,377,3.5,1084484621
3,380,2.5,1084484567
3,434,3.5,1084484764
3,442,3,1084485152
3,454,4,1084484768
3,457,4,1084484528
3,466,1,1084484362
3,480,4,1084484525
3,500,3,1084484692
3,527,5,1084484613
3,534,4,1084486058
3,539,4,1084484773
3,552,4,1084485127
3,588,4,1084484610
3,589,3,1084484579
3,590,4.5,1084484531
3,592,3,1084484535
3,593,1,1084484516
3,595,4,1084484626
3,596,4,1084484437
3,597,3,1084484682
3,648,3.5,1084484634
3,708,4,1084485136
3,780,4,1084484607
3,783,3.5,1084484448
3,784,1,1084485145
3,858,4,1084484680
3,953,4,1084485093
3,1031,4,1084484947
3,1073,3.5,1084484809
3,1090,4,1084485102
3,1101,4,1084485090
3,1196,4,1084484646
3,1198,4.5,1084484663
3,1210,4,1084484573
3,1270,4,1084484666
3,1372,3.5,1084484454
3,1374,4,1084485043
3,1375,4,1084484472
3,1377,2.5,1084485073
3,1485,4,1084484411
3,1544,4,1084484396
3,1584,4,1084485077
3,1721,4,1084485051
3,1873,5,1084486040
3,1917,3,1084485057
3,1923,2,1084485070
3,1957,5,1084486061
3,2006,3.5,1084484468
3,2012,3,1084484354
3,2100,1,1084484935
3,2150,4,1084486055
3,2268,4,1084484382
3,2353,4,1084486027
3,2605,4,1084485377
3,2616,2.5,1084485386
3,2617,4,1084484413
3,2640,4,1084485422
3,2641,4,1084485424
3,2642,4,1084485425
3,2643,4,1084485427
3,2701,3,1084485374
